transaction_id,account_id,customer_code,transaction_date,transaction_type,transaction_desc,amount,balance,channel_txn,status_txn,TRAN_AMT_ACY,TRAN_AMT_LCY,currency
TXN00000007,58,CIF000027,2023-11-23,Principal Withdrawal,"Rút gốc tiết kiệm 15,863,851 VND",15863851.0,57150563.28,mobile/internet,Pending,15863851.0,15863851.0,VND
TXN00000008,58,CIF000027,2023-11-27,Principal Withdrawal,"Rút gốc tiết kiệm 3,485,217 USD",3485216.93,53665346.35,mobile/internet,Posted,3485216.93,87130423.34,USD
TXN00000009,58,CIF000027,2023-12-08,Interest Withdrawal,"Chi trả lãi định kỳ 3,566,568 VND",3566568.0,50098778.35,atm,Posted,3566568.0,3566568.0,VND
TXN00000010,58,CIF000027,2023-12-15,Deposit,"Chuyển khoản vào tài khoản tiết kiệm 31,310,160 VND",31310159.8,81408938.14,atm,Posted,31310159.8,31310159.8,VND
TXN00000011,58,CIF000027,2023-12-22,Fund Transfer,"Chuyển khoản nội bộ 40,164,393 VND",40164392.79,121573330.93,mobile/internet,Pending,40164392.79,40164392.79,VND
TXN00000012,58,CIF000027,2023-12-23,Interest Withdrawal,"Rút lãi tiết kiệm 18,145,159 VND",18145158.99,103428171.95,mobile/internet,Posted,18145158.99,18145158.99,VND
TXN00000013,58,CIF000027,2024-01-09,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 24,716,938 VND",24716937.88,128145109.83,atm,Posted,24716937.88,24716937.88,VND
TXN00000014,58,CIF000027,2024-01-21,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 7,630,041 VND",7630040.77,135775150.6,atm,Posted,7630040.77,7630040.77,VND
TXN00000015,58,CIF000027,2024-02-04,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 23,995,594 VND",23995593.81,159770744.4,atm,Posted,23995593.81,23995593.81,VND
TXN00000016,58,CIF000027,2024-02-06,Deposit,"Gửi tiền tiết kiệm 66,421,977 VND",66421977.43,226192721.83,mobile/internet,Pending,66421977.43,66421977.43,VND
TXN00000017,58,CIF000027,2024-02-26,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 30,812,761 VND",30812760.81,257005482.64,mobile/internet,Posted,30812760.81,30812760.81,VND
TXN00000018,58,CIF000027,2024-03-23,Deposit,"Gửi tiền tiết kiệm 47,754,722 VND",47754722.23,304760204.87,mobile/internet,Posted,47754722.23,47754722.23,VND
TXN00000019,58,CIF000027,2024-03-26,Fund Transfer,"Chuyển khoản nội bộ 40,249,094 VND",40249094.48,345009299.35,mobile/internet,Posted,40249094.48,40249094.48,VND
TXN00000020,58,CIF000027,2024-03-29,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 32,435,263 VND",32435263.12,377444562.47,atm,Posted,32435263.12,32435263.12,VND
TXN00000021,58,CIF000027,2024-03-31,Fund Transfer,"Chuyển khoản nội bộ 14,477,422 VND",14477421.96,391921984.43,mobile/internet,Posted,14477421.96,14477421.96,VND
TXN00000022,58,CIF000027,2024-04-17,Interest Withdrawal,"Chi trả lãi định kỳ 7,841,717 VND",7841716.69,384080267.74,mobile/internet,Pending,7841716.69,7841716.69,VND
TXN00000023,58,CIF000027,2024-04-19,Deposit,"Gửi tiền tiết kiệm 36,360,689 VND",36360688.52,420440956.26,mobile/internet,Posted,36360688.52,36360688.52,VND
TXN00000024,58,CIF000027,2024-04-22,Fund Transfer,"Chuyển khoản nội bộ 7,632,036 VND",7632036.1,428072992.35,branch,Posted,7632036.1,7632036.1,VND
TXN00000025,58,CIF000027,2024-04-24,Fund Transfer,"Chuyển khoản nội bộ 37,834,129 EUR",37834129.15,465907121.5,atm,Posted,37834129.15,1135023874.4,EUR
TXN00000026,58,CIF000027,2024-05-02,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 23,626,399 VND",23626398.7,489533520.2,branch,Posted,23626398.7,23626398.7,VND
TXN00000027,58,CIF000027,2024-05-03,Interest Withdrawal,"Chi trả lãi định kỳ 24,527,492 VND",24527492.06,465006028.15,atm,Posted,24527492.06,24527492.06,VND
TXN00000028,58,CIF000027,2024-05-07,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 27,760,516 USD",27760516.21,492766544.36,mobile/internet,Posted,27760516.21,694012905.33,USD
TXN00000029,58,CIF000027,2024-05-09,Principal Withdrawal,"Rút gốc tiết kiệm 28,179,834 VND",28179833.7,464586710.65,atm,Posted,28179833.7,28179833.7,VND
TXN00000030,58,CIF000027,2024-05-15,Principal Withdrawal,"Rút gốc tiết kiệm 7,499,843 VND",7499842.68,457086867.97,mobile/internet,Posted,7499842.68,7499842.68,VND
TXN00000031,58,CIF000027,2024-05-15,Deposit,"Gửi tiền tiết kiệm 98,552,849 VND",98552849.39,555639717.36,atm,Declined,98552849.39,98552849.39,VND
TXN00000032,58,CIF000027,2024-05-21,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 49,213,410 VND",49213409.58,604853126.94,branch,Posted,49213409.58,49213409.58,VND
TXN00000033,58,CIF000027,2024-05-30,Deposit,"Nộp tiền mặt tại quầy 90,406,770 VND",90406770.39,695259897.33,branch,Pending,90406770.39,90406770.39,VND
TXN00000034,58,CIF000027,2024-06-01,Interest Withdrawal,"Rút lãi tiết kiệm 21,340,414 VND",21340413.64,673919483.69,atm,Posted,21340413.64,21340413.64,VND
TXN00000035,58,CIF000027,2024-06-07,Deposit,"Chuyển khoản vào tài khoản tiết kiệm 64,579,422 VND",64579422.38,738498906.07,mobile/internet,Posted,64579422.38,64579422.38,VND
TXN00000036,58,CIF000027,2024-06-13,Interest Withdrawal,"Rút lãi tiết kiệm 12,470,598 VND",12470598.14,726028307.93,atm,Posted,12470598.14,12470598.14,VND
TXN00000037,58,CIF000027,2024-06-16,Fund Transfer,"Chuyển khoản nội bộ 12,926,641 VND",12926640.56,738954948.49,branch,Posted,12926640.56,12926640.56,VND
TXN00000038,58,CIF000027,2024-06-20,Interest Withdrawal,"Rút lãi tiết kiệm 56,728,314 VND",56728313.69,682226634.8,branch,Posted,56728313.69,56728313.69,VND
TXN00000039,58,CIF000027,2024-06-22,Principal Withdrawal,"Tất toán tài khoản tiết kiệm 26,550,938 VND",26550937.79,655675697.01,atm,Posted,26550937.79,26550937.79,VND
TXN00000040,58,CIF000027,2024-07-12,Fund Transfer,"Chuyển khoản nội bộ 5,528,461 VND",5528460.65,661204157.66,mobile/internet,Pending,5528460.65,5528460.65,VND
TXN00000041,58,CIF000027,2024-07-14,Fund Transfer,"Chuyển khoản nội bộ 39,467,986 VND",39467985.61,700672143.27,mobile/internet,Posted,39467985.61,39467985.61,VND
TXN00000042,58,CIF000027,2024-07-16,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 27,357,584 VND",27357583.84,728029727.11,mobile/internet,Posted,27357583.84,27357583.84,VND
TXN00000043,58,CIF000027,2024-08-03,Fund Transfer,"Chuyển khoản nội bộ 23,635,168 VND",23635167.89,751664895.01,atm,Posted,23635167.89,23635167.89,VND
TXN00000044,58,CIF000027,2024-09-21,Deposit,"Gửi tiền tiết kiệm 41,201,258 VND",41201258.18,792866153.19,mobile/internet,Pending,41201258.18,41201258.18,VND
TXN00000045,58,CIF000027,2024-10-05,Principal Withdrawal,"Rút gốc tiết kiệm 11,724,066 VND",11724066.39,781142086.8,mobile/internet,Posted,11724066.39,11724066.39,VND
TXN00000046,58,CIF000027,2024-10-08,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 10,266,153 VND",10266152.64,791408239.44,atm,Posted,10266152.64,10266152.64,VND
TXN00000047,58,CIF000027,2024-10-16,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 39,085,288 VND",39085287.75,830493527.19,atm,Posted,39085287.75,39085287.75,VND
TXN00000048,58,CIF000027,2024-10-31,Deposit,"Nộp tiền mặt tại quầy 75,202,682 VND",75202682.31,905696209.5,branch,Posted,75202682.31,75202682.31,VND
TXN00000049,58,CIF000027,2024-11-11,Interest Withdrawal,"Rút lãi tiết kiệm 5,038,792 VND",5038791.85,900657417.65,atm,Posted,5038791.85,5038791.85,VND
TXN00000050,58,CIF000027,2024-11-16,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 9,369,322 VND",9369321.9,910026739.55,mobile/internet,Posted,9369321.9,9369321.9,VND
TXN00000051,58,CIF000027,2024-12-13,Deposit,"Gửi tiền tiết kiệm 79,306,074 VND",79306073.56,989332813.11,branch,Pending,79306073.56,79306073.56,VND
TXN00000052,58,CIF000027,2024-12-15,Deposit,"Gửi tiền tiết kiệm 84,747,768 VND",84747767.71,1074080580.82,atm,Posted,84747767.71,84747767.71,VND
TXN00000053,58,CIF000027,2024-12-15,Interest Withdrawal,"Rút lãi tiết kiệm 42,408,353 VND",42408353.0,1031672227.83,atm,Posted,42408353.0,42408353.0,VND
TXN00000054,58,CIF000027,2025-01-06,Deposit,"Chuyển khoản vào tài khoản tiết kiệm 67,158,681 VND",67158680.88,1098830908.7,branch,Pending,67158680.88,67158680.88,VND
TXN00000055,58,CIF000027,2025-01-25,Interest Withdrawal,"Chi trả lãi định kỳ 48,783,761 VND",48783760.98,1050047147.73,atm,Posted,48783760.98,48783760.98,VND
TXN00000056,58,CIF000027,2025-01-28,Fund Transfer,"Chuyển khoản nội bộ 16,004,838 VND",16004837.99,1066051985.72,atm,Posted,16004837.99,16004837.99,VND
TXN00000057,58,CIF000027,2025-02-01,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 47,557,921 VND",47557921.07,1113609906.79,atm,Posted,47557921.07,47557921.07,VND
TXN00000058,58,CIF000027,2025-02-08,Deposit,"Nộp tiền mặt tại quầy 45,239,807 VND",45239806.78,1158849713.57,mobile/internet,Posted,45239806.78,45239806.78,VND
TXN00000059,58,CIF000027,2025-03-09,Interest Withdrawal,"Chi trả lãi định kỳ 6,145,057 VND",6145056.56,1152704657.01,branch,Pending,6145056.56,6145056.56,VND
TXN00000060,58,CIF000027,2025-03-18,Fund Transfer,"Chuyển khoản nội bộ 28,935,389 VND",28935389.26,1181640046.27,mobile/internet,Posted,28935389.26,28935389.26,VND
TXN00000061,58,CIF000027,2025-03-19,Interest Withdrawal,"Chi trả lãi định kỳ 12,743,435 VND",12743435.38,1168896610.89,atm,Posted,12743435.38,12743435.38,VND
TXN00000062,58,CIF000027,2025-03-23,Deposit,"Nộp tiền mặt tại quầy 75,618,138 VND",75618137.8,1244514748.69,mobile/internet,Posted,75618137.8,75618137.8,VND
TXN00000063,58,CIF000027,2025-03-24,Deposit,"Nộp tiền mặt tại quầy 91,262,837 VND",91262836.91,1335777585.59,mobile/internet,Posted,91262836.91,91262836.91,VND
TXN00000064,58,CIF000027,2025-03-27,Deposit,"Nộp tiền mặt tại quầy 34,367,157 VND",34367157.07,1370144742.67,mobile/internet,Posted,34367157.07,34367157.07,VND
TXN00000065,58,CIF000027,2025-03-31,Fund Transfer,"Chuyển khoản nội bộ 13,484,843 VND",13484842.62,1383629585.29,atm,Posted,13484842.62,13484842.62,VND
TXN00000066,58,CIF000027,2025-04-07,Principal Withdrawal,"Tất toán tài khoản tiết kiệm 15,052,595 VND",15052594.73,1368576990.56,branch,Pending,15052594.73,15052594.73,VND
TXN00000067,58,CIF000027,2025-04-11,Deposit,"Nộp tiền mặt tại quầy 94,743,338 VND",94743338.37,1463320328.93,branch,Posted,94743338.37,94743338.37,VND
TXN00000068,58,CIF000027,2025-04-21,Interest Withdrawal,"Chi trả lãi định kỳ 5,819,375 VND",5819374.83,1457500954.11,mobile/internet,Posted,5819374.83,5819374.83,VND
TXN00000069,58,CIF000027,2025-04-23,Interest Withdrawal,"Chi trả lãi định kỳ 12,695,170 USD",12695170.23,1444805783.88,branch,Posted,12695170.23,317379255.75,USD
TXN00000070,58,CIF000027,2025-04-26,Deposit,"Chuyển khoản vào tài khoản tiết kiệm 45,014,311 VND",45014311.13,1489820095.0,branch,Pending,45014311.13,45014311.13,VND
TXN00000071,58,CIF000027,2025-04-30,Fund Transfer,"Chuyển khoản nội bộ 12,966,491 VND",12966490.82,1502786585.82,mobile/internet,Posted,12966490.82,12966490.82,VND
TXN00000072,58,CIF000027,2025-05-19,Interest Withdrawal,"Rút lãi tiết kiệm 1,531,928 VND",1531928.48,1501254657.35,branch,Posted,1531928.48,1531928.48,VND
TXN00000073,58,CIF000027,2025-05-31,Interest Withdrawal,"Rút lãi tiết kiệm 9,052,880 VND",9052879.52,1492201777.83,mobile/internet,Posted,9052879.52,9052879.52,VND
TXN00000074,58,CIF000027,2025-06-16,Deposit,"Gửi tiền tiết kiệm 66,984,848 VND",66984848.33,1559186626.16,branch,Posted,66984848.33,66984848.33,VND
TXN00000075,58,CIF000027,2025-06-16,Fund Transfer,"Chuyển khoản nội bộ 27,185,375 VND",27185375.0,1586372001.16,mobile/internet,Posted,27185375.0,27185375.0,VND
TXN00000076,58,CIF000027,2025-06-28,Interest Withdrawal,"Chi trả lãi định kỳ 7,703,723 VND",7703722.9,1578668278.26,mobile/internet,Posted,7703722.9,7703722.9,VND
TXN00000077,58,CIF000027,2025-07-05,Deposit,"Gửi tiền tiết kiệm 73,481,894 VND",73481893.75,1652150172.01,atm,Declined,73481893.75,73481893.75,VND
TXN00000078,58,CIF000027,2025-07-20,Deposit,"Nộp tiền mặt tại quầy 54,664,030 VND",54664030.36,1706814202.37,branch,Posted,54664030.36,54664030.36,VND
TXN00000079,58,CIF000027,2025-07-29,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 20,747,458 VND",20747458.22,1727561660.6,branch,Posted,20747458.22,20747458.22,VND
TXN00000080,58,CIF000027,2025-08-04,Principal Withdrawal,"Tất toán tài khoản tiết kiệm 33,131,806 VND",33131806.46,1694429854.14,atm,Posted,33131806.46,33131806.46,VND
TXN00000081,58,CIF000027,2025-08-08,Deposit,"Nộp tiền mặt tại quầy 39,685,607 VND",39685607.05,1734115461.19,atm,Posted,39685607.05,39685607.05,VND
TXN00000082,58,CIF000027,2025-08-08,Deposit,"Nộp tiền mặt tại quầy 54,040,001 VND",54040001.43,1788155462.62,atm,Posted,54040001.43,54040001.43,VND
TXN00000083,58,CIF000027,2025-08-22,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 38,217,835 USD",38217835.08,1826373297.69,branch,Posted,38217835.08,955445876.98,USD
TXN00000084,58,CIF000027,2025-08-22,Fund Transfer,"Chuyển khoản nội bộ 11,422,372 VND",11422372.38,1837795670.08,atm,Posted,11422372.38,11422372.38,VND
TXN00000085,58,CIF000027,2025-09-14,Fund Transfer,"Chuyển khoản nội bộ 30,834,244 VND",30834243.84,1868629913.92,mobile/internet,Posted,30834243.84,30834243.84,VND
TXN00000086,58,CIF000027,2025-09-22,Fund Transfer,"Chuyển khoản nội bộ 16,470,955 VND",16470954.53,1885100868.45,branch,Posted,16470954.53,16470954.53,VND
TXN00000087,58,CIF000027,2025-09-22,Deposit,"Chuyển khoản vào tài khoản tiết kiệm 96,752,583 VND",96752582.61,1981853451.05,branch,Posted,96752582.61,96752582.61,VND
TXN00000088,58,CIF000027,2025-09-28,Fund Transfer,"Chuyển khoản nội bộ 15,913,934 VND",15913934.06,1997767385.11,branch,Posted,15913934.06,15913934.06,VND
TXN00000001,59,CIF000028,2024-03-22,Fund Transfer,"Chuyển khoản nội bộ 35,004,078 VND",35004078.12,35004078.12,mobile/internet,Posted,35004078.12,35004078.12,VND
TXN00000002,59,CIF000028,2024-04-01,Deposit,"Chuyển khoản vào tài khoản tiết kiệm 29,899,950 VND",29899949.55,64904027.67,mobile/internet,Pending,29899949.55,29899949.55,VND
TXN00000003,59,CIF000028,2024-04-01,Interest Withdrawal,"Chi trả lãi định kỳ 3,548,692 VND",3548691.59,61355336.09,branch,Posted,3548691.59,3548691.59,VND
TXN00000004,59,CIF000028,2024-04-09,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 34,027,219 VND",34027219.07,95382555.16,atm,Posted,34027219.07,34027219.07,VND
TXN00000005,59,CIF000028,2024-04-19,Deposit,"Chuyển khoản vào tài khoản tiết kiệm 42,146,061 EUR",42146060.99,137528616.15,branch,Posted,42146060.99,1264381829.59,EUR
TXN00000006,59,CIF000028,2024-04-23,Deposit,"Nộp tiền mặt tại quầy 27,619,413 VND",27619412.54,165148028.68,branch,Posted,27619412.54,27619412.54,VND
TXN00000007,59,CIF000028,2024-05-01,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 12,289,797 USD",12289796.65,177437825.33,mobile/internet,Pending,12289796.65,307244916.2,USD
TXN00000008,59,CIF000028,2024-05-03,Deposit,"Chuyển khoản vào tài khoản tiết kiệm 7,142,245 VND",7142244.88,184580070.21,atm,Posted,7142244.88,7142244.88,VND
TXN00000009,59,CIF000028,2024-05-23,Deposit,"Nộp tiền mặt tại quầy 22,702,760 VND",22702759.7,207282829.91,atm,Declined,22702759.7,22702759.7,VND
TXN00000010,59,CIF000028,2024-07-06,Principal Withdrawal,"Rút gốc tiết kiệm 30,283,195 VND",30283195.28,176999634.63,mobile/internet,Posted,30283195.28,30283195.28,VND
TXN00000011,59,CIF000028,2024-07-09,Fund Transfer,"Chuyển khoản nội bộ 32,507,682 VND",32507682.42,209507317.05,atm,Posted,32507682.42,32507682.42,VND
TXN00000012,59,CIF000028,2024-07-21,Interest Withdrawal,"Chi trả lãi định kỳ 21,410,979 VND",21410979.07,188096337.98,atm,Posted,21410979.07,21410979.07,VND
TXN00000013,59,CIF000028,2024-08-11,Deposit,"Chuyển khoản vào tài khoản tiết kiệm 16,637,891 VND",16637890.84,204734228.82,atm,Posted,16637890.84,16637890.84,VND
TXN00000014,59,CIF000028,2024-09-05,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 21,756,444 VND",21756443.88,226490672.7,atm,Posted,21756443.88,21756443.88,VND
TXN00000015,59,CIF000028,2024-09-08,Interest Withdrawal,"Chi trả lãi định kỳ 18,519,075 VND",18519075.23,207971597.46,mobile/internet,Declined,18519075.23,18519075.23,VND
TXN00000016,59,CIF000028,2024-09-13,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 14,817,261 VND",14817261.21,222788858.67,branch,Pending,14817261.21,14817261.21,VND
TXN00000017,59,CIF000028,2024-09-21,Deposit,"Chuyển khoản vào tài khoản tiết kiệm 47,592,718 USD",47592718.45,270381577.12,mobile/internet,Posted,47592718.45,1189817961.14,USD
TXN00000018,59,CIF000028,2024-10-02,Deposit,"Chuyển khoản vào tài khoản tiết kiệm 33,498,830 VND",33498829.85,303880406.97,mobile/internet,Posted,33498829.85,33498829.85,VND
TXN00000019,59,CIF000028,2024-11-03,Deposit,"Nộp tiền mặt tại quầy 32,786,848 VND",32786847.66,336667254.63,branch,Posted,32786847.66,32786847.66,VND
TXN00000020,59,CIF000028,2024-12-05,Deposit,"Gửi tiền tiết kiệm 31,300,517 VND",31300517.06,367967771.69,branch,Posted,31300517.06,31300517.06,VND
TXN00000021,59,CIF000028,2024-12-18,Principal Withdrawal,"Rút gốc tiết kiệm 3,461,079 VND",3461079.1,364506692.59,atm,Posted,3461079.1,3461079.1,VND
TXN00000022,59,CIF000028,2024-12-24,Deposit,"Chuyển khoản vào tài khoản tiết kiệm 20,119,471 VND",20119471.04,384626163.63,branch,Pending,20119471.04,20119471.04,VND
TXN00000023,59,CIF000028,2025-01-12,Fund Transfer,"Chuyển khoản nội bộ 25,170,659 VND",25170658.53,409796822.16,atm,Posted,25170658.53,25170658.53,VND
TXN00000024,59,CIF000028,2025-01-12,Fund Transfer,"Chuyển khoản nội bộ 39,756,977 VND",39756976.75,449553798.91,branch,Posted,39756976.75,39756976.75,VND
TXN00000025,59,CIF000028,2025-01-15,Fund Transfer,"Chuyển khoản nội bộ 10,358,712 VND",10358712.08,459912510.99,branch,Posted,10358712.08,10358712.08,VND
TXN00000026,59,CIF000028,2025-02-08,Fund Transfer,"Chuyển khoản nội bộ 43,133,242 VND",43133242.13,503045753.13,mobile/internet,Posted,43133242.13,43133242.13,VND
TXN00000027,59,CIF000028,2025-02-19,Deposit,"Gửi tiền tiết kiệm 15,001,049 VND",15001049.22,518046802.34,mobile/internet,Posted,15001049.22,15001049.22,VND
TXN00000028,59,CIF000028,2025-03-24,Deposit,"Chuyển khoản vào tài khoản tiết kiệm 42,147,423 VND",42147422.95,560194225.29,branch,Declined,42147422.95,42147422.95,VND
TXN00000029,59,CIF000028,2025-04-15,Principal Withdrawal,"Rút gốc tiết kiệm 40,142,614 VND",40142614.16,520051611.13,branch,Pending,40142614.16,40142614.16,VND
TXN00000030,59,CIF000028,2025-04-29,Fund Transfer,"Chuyển khoản nội bộ 13,833,466 VND",13833466.47,533885077.61,branch,Posted,13833466.47,13833466.47,VND
TXN00000031,59,CIF000028,2025-05-02,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 13,169,267 VND",13169267.4,547054345.01,atm,Posted,13169267.4,13169267.4,VND
TXN00000032,59,CIF000028,2025-05-04,Interest Withdrawal,"Rút lãi tiết kiệm 35,484,370 VND",35484369.93,511569975.08,mobile/internet,Posted,35484369.93,35484369.93,VND
TXN00000033,59,CIF000028,2025-05-04,Fund Transfer,"Chuyển khoản nội bộ 13,459,619 VND",13459618.6,525029593.68,atm,Posted,13459618.6,13459618.6,VND
TXN00000034,59,CIF000028,2025-05-05,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 47,008,191 VND",47008191.36,572037785.04,atm,Posted,47008191.36,47008191.36,VND
TXN00000035,59,CIF000028,2025-07-04,Interest Withdrawal,"Chi trả lãi định kỳ 10,898,778 VND",10898777.76,561139007.28,branch,Posted,10898777.76,10898777.76,VND
TXN00000036,59,CIF000028,2025-08-31,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 16,789,691 USD",16789690.62,577928697.9,mobile/internet,Posted,16789690.62,419742265.48,USD
TXN00000037,59,CIF000028,2025-09-05,Deposit,"Nộp tiền mặt tại quầy 7,170,090 VND",7170089.66,585098787.57,atm,Posted,7170089.66,7170089.66,VND
TXN00000038,59,CIF000028,2025-09-19,Deposit,"Nộp tiền mặt tại quầy 42,469,714 VND",42469714.26,627568501.83,atm,Posted,42469714.26,42469714.26,VND
TXN00000039,59,CIF000028,2025-09-19,Fund Transfer,"Chuyển khoản nội bộ 34,860,701 VND",34860700.54,662429202.37,atm,Posted,34860700.54,34860700.54,VND
TXN00000040,59,CIF000028,2025-09-20,Fund Transfer,"Chuyển khoản nội bộ 32,866,393 USD",32866393.06,695295595.43,branch,Posted,32866393.06,821659826.45,USD
TXN00000041,59,CIF000028,2025-09-22,Fund Transfer,"Chuyển khoản nội bộ 12,681,345 USD",12681345.23,707976940.66,atm,Posted,12681345.23,317033630.84,USD
TXN00000042,59,CIF000028,2025-09-25,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 38,940,517 VND",38940517.48,746917458.14,branch,Posted,38940517.48,38940517.48,VND
TXN00000001,60,CIF000028,2023-01-25,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 42,543,147 VND",42543146.98,42543146.98,atm,Posted,42543146.98,42543146.98,VND
TXN00000002,60,CIF000028,2023-02-10,Interest Withdrawal,"Chi trả lãi định kỳ 34,997,313 VND",34997312.91,7545834.07,atm,Posted,34997312.91,34997312.91,VND
TXN00000003,60,CIF000028,2023-03-25,Interest Withdrawal,"Rút lãi tiết kiệm 19,504,569 VND",19504569.3,0.0,branch,Posted,19504569.3,19504569.3,VND
TXN00000004,60,CIF000028,2023-03-27,Principal Withdrawal,"Tất toán tài khoản tiết kiệm 10,453,802 VND",10453802.38,0.0,atm,Posted,10453802.38,10453802.38,VND
TXN00000005,60,CIF000028,2023-04-04,Deposit,"Gửi tiền tiết kiệm 10,483,724 VND",10483724.22,10483724.22,branch,Pending,10483724.22,10483724.22,VND
TXN00000006,60,CIF000028,2023-04-04,Interest Withdrawal,"Chi trả lãi định kỳ 68,478,283 VND",68478283.21,0.0,branch,Posted,68478283.21,68478283.21,VND
TXN00000007,60,CIF000028,2023-04-05,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 6,901,814 VND",6901814.12,6901814.12,branch,Posted,6901814.12,6901814.12,VND
TXN00000008,60,CIF000028,2023-04-22,Interest Withdrawal,"Chi trả lãi định kỳ 4,560,625 USD",4560625.16,2341188.97,atm,Posted,4560625.16,114015628.95,USD
TXN00000009,60,CIF000028,2023-04-28,Deposit,"Chuyển khoản vào tài khoản tiết kiệm 45,759,959 USD",45759959.08,48101148.04,branch,Posted,45759959.08,1143998976.88,USD
TXN00000010,60,CIF000028,2023-05-07,Interest Withdrawal,"Chi trả lãi định kỳ 14,333,462 VND",14333461.9,33767686.15,branch,Posted,14333461.9,14333461.9,VND
TXN00000011,60,CIF000028,2023-05-31,Deposit,"Nộp tiền mặt tại quầy 20,895,343 VND",20895343.36,54663029.5,mobile/internet,Posted,20895343.36,20895343.36,VND
TXN00000012,60,CIF000028,2023-06-06,Fund Transfer,"Chuyển khoản nội bộ 48,894,248 EUR",48894248.23,103557277.73,atm,Pending,48894248.23,1466827446.82,EUR
TXN00000013,60,CIF000028,2023-06-23,Deposit,"Gửi tiền tiết kiệm 8,867,670 VND",8867669.85,112424947.57,atm,Posted,8867669.85,8867669.85,VND
TXN00000014,60,CIF000028,2023-07-16,Deposit,"Chuyển khoản vào tài khoản tiết kiệm 21,068,076 VND",21068075.97,133493023.55,mobile/internet,Posted,21068075.97,21068075.97,VND
TXN00000015,60,CIF000028,2023-07-22,Deposit,"Gửi tiền tiết kiệm 34,701,109 VND",34701108.64,168194132.19,mobile/internet,Posted,34701108.64,34701108.64,VND
TXN00000016,60,CIF000028,2023-08-10,Deposit,"Gửi tiền tiết kiệm 29,511,602 VND",29511602.31,197705734.5,branch,Posted,29511602.31,29511602.31,VND
TXN00000017,60,CIF000028,2023-08-13,Deposit,"Chuyển khoản vào tài khoản tiết kiệm 18,274,337 VND",18274336.96,215980071.46,atm,Posted,18274336.96,18274336.96,VND
TXN00000018,60,CIF000028,2023-08-21,Fund Transfer,"Chuyển khoản nội bộ 8,444,453 USD",8444452.93,224424524.39,branch,Declined,8444452.93,211111323.27,USD
TXN00000019,60,CIF000028,2023-09-19,Principal Withdrawal,"Tất toán tài khoản tiết kiệm 16,330,068 VND",16330067.98,208094456.41,branch,Posted,16330067.98,16330067.98,VND
TXN00000020,60,CIF000028,2023-10-06,Interest Withdrawal,"Rút lãi tiết kiệm 75,712,973 VND",75712973.3,132381483.11,branch,Posted,75712973.3,75712973.3,VND
TXN00000021,60,CIF000028,2023-10-10,Deposit,"Gửi tiền tiết kiệm 5,372,265 VND",5372265.22,137753748.33,atm,Posted,5372265.22,5372265.22,VND
TXN00000022,60,CIF000028,2023-11-13,Interest Withdrawal,"Rút lãi tiết kiệm 9,482,739 VND",9482739.4,128271008.92,mobile/internet,Posted,9482739.4,9482739.4,VND
TXN00000023,60,CIF000028,2023-11-13,Deposit,"Chuyển khoản vào tài khoản tiết kiệm 46,695,425 VND",46695425.29,174966434.22,branch,Posted,46695425.29,46695425.29,VND
TXN00000024,60,CIF000028,2023-12-13,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 36,282,764 USD",36282763.59,211249197.8,branch,Posted,36282763.59,907069089.64,USD
TXN00000025,60,CIF000028,2023-12-13,Deposit,"Nộp tiền mặt tại quầy 27,754,534 VND",27754534.1,239003731.91,atm,Posted,27754534.1,27754534.1,VND
TXN00000026,60,CIF000028,2023-12-26,Fund Transfer,"Chuyển tiền từ tài khoản thanh toán 44,202,594 VND",44202594.42,283206326.33,atm,Posted,44202594.42,44202594.42,VND
TXN00000027,60,CIF000028,2024-02-15,Principal Withdrawal,"Tất toán tài khoản tiết kiệm 42,326,745 VND",42326744.55,240879581.77,atm,Posted,42326744.55,42326744.55,VND
